mi,mine,theirs,mine_hold1
23995,4.417294003638558,4.6357666449491,4.517373792536252
23996,0.4244172243694063,0.172395554421865,-0.06577445399899226
23997,-1.3109978432456997,-1.45670357733305,-1.8683388010899087
23998,-1.7636182025774685,-2.0674433969968,-3.5716798470053033
23999,5.580976191230369,6.09767567876651,4.266298756905333
24000,1.2901856382407442,1.36957149162288,-1.8081037417354229
24001,14.451080137211362,14.6152175440496,13.011144638392008
24002,10.218141323508673,12.5554296726178,3.643038311783002
24003,-4.591040486305322,-5.62502998436862,-1.350970791975323
24004,-4.128826125102824,-6.37108043896475,-0.2772538332167854
24005,-2.3466271980564914,-3.5800752842279,-1.873465536038764
24006,-1.2470386069652557,3.23310251197054,-4.9380012897224175
24007,-0.4982268304721261,0.509533333045283,0.548655423270003
24008,-2.7107442340025028,-3.19336110227675,-3.1902087476377945
24009,1.2787958554258891,0.783641373296179,0.3097976724407224
24010,-2.5232437058223334,-2.59843782100468,-2.690812017928827
24011,0.37142075301832844,0.593356701930851,-0.7880499795078905
24012,-10.632571589192436,-10.995910955951,-13.24001440581263
24013,14.96932316347749,13.6680465327464,26.519623489475315
24014,4.5154311914383705,5.03976795088259,2.893495180964012
24015,2.4179377169252465,3.91852001585183,-0.7855283808590006
24016,-5.128189378535322,-6.07560492252094,-3.9272299236875385
24017,3.49416955066378,5.10568724369131,2.314175595779621
24018,-1.8033538888892007,-0.829150741899307,-3.569870435550597
24019,4.157007797379093,2.74035705069425,3.134348629678986
24020,2.151777124787699,1.12706004524337,1.0320303448919537
24021,4.546358907533063,3.57846924802119,2.85830401870059
24022,-1.410542271509342,-0.550773999918257,1.7573221674657344
24023,-4.6325340945929225,-4.30695130846853,-2.559735724526581
24024,-0.803239247365564,-0.678763251202057,0.1793874643891663
24025,7.632237266001981,8.15628629962232,7.122564379735159
24026,0.07103624828823916,0.504440269604016,-0.4118445025205232
24027,-0.6578621133923847,-0.830644682239892,-0.7805824917684265
24028,2.3634047669089204,2.87411798070022,1.21632481584676
24029,4.103562149564045,5.45001602694477,2.8747284272755738
24030,-1.0403039438186017,0.313223685326751,-2.8423718696917946
24031,3.5542941606281007,2.92243894387106,3.2275355869542692
24032,0.13259966209895985,-0.0205553900019271,0.16662499294534155
24033,1.3927891003807835,0.11281481786834,-0.05016181073262266
24034,-2.4037647111282103,-2.06887156841618,-0.3521861881005173
24035,0.4495553096449092,2.77746686733444,4.831137131258536
24036,1.20665658613687,0.214902027895067,0.5076743915639996
24037,5.962366009844111,6.34781370131034,5.59960304756766
24038,1.4121976907343692,1.59889928079664,0.38239397785547813
24039,0.006075856196271033,0.291150312042597,-0.3651134178318088
24040,-0.9956661474464332,-0.991220492770319,-0.16373156082323398
24041,6.255284474128575,5.60409369164089,6.936491534485871
24042,5.443551632623545,4.71287386140685,5.693825013383923
24043,3.417446113227158,3.71043274846624,3.4728530447339563
24044,0.8344481131367428,0.672617639900418,0.6735412706668581
24045,7.6461714757492985,7.1798724104842,7.307498764030458
24046,0.509388128129652,1.03598521315488,0.19734563273932498
24047,1.2712085956016335,1.74767655589076,1.0343623642456576
24048,0.9166623698170095,0.489008188853489,1.4734897974080656
24049,6.713105323932106,7.22487130865649,6.521937790847808
24050,-0.220624816152811,-0.671564696332577,-0.1957348194271147
24051,0.29980698967228203,0.660189027673351,0.27126927004084855
24052,1.181864869049795,0.855180248996581,1.1805375612658315
24053,-2.791773143169335,-2.54898926275234,-2.7181381489845067
24054,-2.1550146857998524,-2.53103475499906,-2.110163975245991
24055,0.577565974890915,-0.198447899029218,0.2303596653695214
24056,-1.1673477843305848,-0.949917484804661,-1.321208395781602
24057,-0.6872288033020525,-0.894595677043503,-0.6145096494467477
24058,-0.9030178196662606,-1.05429221076833,-0.8051228263576803
24059,1.4585376045068872,1.60286818596217,1.4197240608004842
24060,4.323798953355182,4.33072379267423,4.6593471703984175
24061,0.4090554142782179,0.314984970328157,0.05543638459921951
24062,-1.18647614008923,-0.927137638851461,-1.3524055649467663
24063,-1.329201117712976,-1.36882096859034,-1.5737370360285254
24064,-0.912646709707523,-0.824566548866497,-1.0956769036856016
24065,-2.6881120564398047,-2.64072231150523,-2.5746447838063435
24066,0.1679955131214719,0.164265294207324,0.06367189249898153
24067,0.947105729953493,1.14479129125718,1.1222665117035715
24068,0.4628104513400109,0.0419415755147552,0.3230452207408403
24069,0.6216108078211814,0.802905521525694,0.2467378504530611
24070,-0.9918694812553706,-0.9143750531545,-0.9021309021088313
24071,-2.358873857416173,-2.19402011901985,-2.357622099030328
24072,1.0873072747149213,0.922412030456264,1.0582849184629637
24073,1.501541089267376,2.15453081426386,1.2308961259001618
24074,1.352042125750926,1.51094816874759,1.3858124356593366
24075,1.2657089789438158,1.63263552487126,0.9461986893139679
24076,0.46028132831618096,0.315369047041771,0.41450779712956937
24077,-0.4697256955219377,-0.53428144203968,-0.16498494622436063
24078,-0.8149425786761372,-0.836926590211448,-0.6741578439431894
24079,-0.23966873420163975,-0.588402310129885,-0.27944931974931075
24080,-1.360836756061762,-1.33097203411751,-1.1481951686139933
