mi,mine,theirs,mine_hold1,mine_noskip
23433,1.4852216666666669,1.1897798019802,1.782193,1.4672836666666667
23434,3.4904669999999998,3.18853314890313,3.502711,3.315893435643564
23435,1.1932450594059407,0.772329227334497,0.7410141782178213,0.7482353861386137
23436,1.0211835775577558,0.349930392156861,1.5921480000000001,1.0479109504950492
23437,-2.9437969141914198,-2.06854058435255,-2.7500603960396046,-2.8062231518151814
23438,-0.040661396039603885,0.621430392156863,0.3134386138613861,0.19354191419141922
23439,-0.152668511551155,0.246944117647059,-1.5032702970297027,-0.8941646864686466
23440,2.1601627161716177,2.20529117647059,2.1355910000000007,2.283564666666667
23441,1.9048701320132013,1.74633794408853,1.6216603960396037,1.8396856006600657
23442,1.1021276813681364,0.862527722772273,1.2868239999999995,1.4092048571428568
23443,1.0955835302196888,1.29670854788235,1.1468891089108912,1.26943799339934
23444,1.340228349834984,1.53777332556785,1.7938240693069305,1.593731593059306
23445,5.020972788778879,3.54839614637934,5.071479207920793,4.870003066006601
23446,2.6069912412241227,3.19602745098039,3.583248366336634,2.881805769018078
23447,1.444889128712871,0.704777450980392,1.757090099009901,1.7343701891600924
23448,8.557523373537352,7.46649901960784,8.72589405940594,8.96923834794644
23449,-8.901532495049507,-9.29970924092409,-9.466676237623762,-9.549903372937294
23450,2.478662290429043,1.5425,2.606670297029703,2.1399226600660066
23451,3.7644092409240915,3.97447615996894,3.859143564356435,3.764131683168317
23452,6.424682178217822,6.82682302918155,6.987420792079208,6.750493493172847
23453,-2.3397768608684397,-2.40393235294118,-2.1093045331003686,-2.7729463724195944
23454,2.9783680325503137,3.61465,3.0545352747039414,2.3203451417690784
23455,-2.633500009706853,-1.70733300970873,-2.255409803921568,-2.303692615045818
23456,-0.523703452404064,-0.702306796116504,-0.31576568627450974,-1.1146216236329518
23457,1.5024437908496733,0.564967832499999,1.34771568627451,1.4225637254901962
23458,3.2421398789878983,2.68491377308205,3.071176538536206,2.544406697728596
23459,2.3023213412556935,1.49522045631068,2.865380274509803,1.8085124557338086
23460,-5.066789016042781,-3.33524333980582,-5.702018627450981,-4.817663944345415
23461,3.2009501895424832,2.91159126213592,3.4373450980392155,3.1921858235294116
23462,1.8300441176470588,2.40271814232524,2.7485637254901962,2.17965522875817
23463,1.8808354904549278,1.85861683168317,2.1639048728402255,1.4306287991975668
23464,-1.3518429840160486,-0.0576213592233015,-1.5014582799456415,-1.6735836957225132
23465,1.539941571215945,0.492000634432376,1.7523782178217822,1.2168346211091696
23466,3.379735643564356,3.64895198180582,4.00300396039604,2.847227101792532
23467,-2.22229402640264,-2.51951683168317,-1.5140599702970299,-2.3476928019154855
23468,2.7995593448344835,2.57909384158416,3.4745567623762375,2.9813236462724704
23469,-0.18441036436977032,-1.21821879721668,0.433235,0.1608043004191575
23470,-1.081049417918291,-0.509305979421472,-0.7037443444344433,-0.4736935169983651
23471,2.7387289452339796,3.02522782954766,2.259871821782179,2.408636112211221
23472,0.7104302048204822,0.887169306930693,-0.4741336633663367,0.19747818656967747
23473,-2.4749806091942532,-2.99954803921569,-1.9124678910891086,-2.5905416362901597
23474,1.6454066506650666,1.98679503009125,1.4836257425742572,1.6296798699693096
23475,5.247850324442648,6.05614029411764,6.009710019801981,5.943284806913681
23476,3.2168272673267326,3.50013039215686,4.035052475247525,3.6842330957095717
23477,0.4067578217821781,1.69555,1.019737623762376,-0.020457224940141162
23478,4.1328617128712875,2.18035841584158,5.282585138613862,4.252397007441921
23479,3.8980447138713874,5.09848640776699,4.303012059405941,4.354954940003805
23480,-0.6613100250099839,0.272512573296164,-0.3574068415841583,-0.5615301184619061
23481,0.047947618322390084,-0.383325213592233,0.2241995599559954,-0.015420314703659213
23482,4.415914232086874,4.65551816152203,4.519127287128713,4.436615553013124
23483,4.847441127733392,5.35563415686275,4.9820615049504955,5.361577873048289
23484,4.757989092675934,5.33607689560784,5.263710891089109,5.055433482365884
23485,-6.334501905823915,-6.13717549019608,-5.494040999999999,-6.7254345356104235
23486,0.9226913498349834,2.03304901960784,1.0748168316831679,1.25803048713891
23487,0.547236306930693,0.329286274509803,0.7579277227722774,0.9275940089950171
23488,2.8086831683168323,2.88544563106796,3.220983168316832,3.04142635248819
23489,1.8052433184494923,1.16465778566094,1.904130945447486,1.284985015854527
23490,2.149745653465347,1.01810318627451,2.111260396039604,2.0323439812981294
23491,-0.7441997474080743,0.0553557402866441,-0.7235047425742573,-0.4079491766647253
